Marca temporal,Edad,Género,País de origen,¿Tienes alguna condición física o lesión que deba tenerse en cuenta?,"Si tienes alguna condición física o lesión que deba tenerse en cuenta, cuál es?",¿Qué nivel de experiencia tenías en senderismo o caminatas largas?,¿Cómo era tu condición física antes de empezar el Camino?,Motivo/s principal/es para hacer el Camino,¿Con cuántas personas hiciste el Camino?,¿Qué época del año lo hiciste?,¿Habías hecho el camino anteriormente?,¿Qué ruta del Camino hiciste?,¿Cuántos días te llevó completarlo?,¿Desde donde lo empezaste?,¿Qué distancia total caminaste (aproximadamente)?,¿Qué tan duras fueron las etapas que hiciste en general?,¿Qué tipo de calzado usaste principalmente durante el Camino?,¿Tu calzado fue adecuado para el tipo de terreno y etapas?,¿Usaste transporte de mochila?,¿Reservaste alojamientos con antelación?,¿En qué tipo o tipos de alojamiento te hospedaste durante tu estancia?,¿Hace cuánto hiciste el Camino?,¿Volverías a hacer el Camino?,¿Cuál crees que es tu tipo ideal de etapa?,¿Qué nota le das a tu experiencia en el Camino? (0–10),¿Tuviste alguna lesión o problema físico durante el camino?,¿Qué consejos darías a alguien como tú antes de hacer el Camino?,Medio de transporte
2025-04-23 19:36:27.000,treinta y tres,Hombre,España,Sí,Tendinitis rotuliana,Ninguna,Media,"Cultural/turístico, Religioso",En grupo organizado (>6),Invierno,No,Primitivo,dieciocho,Oviedo,200–400 km,Moderadas,Botas de montaña,Sí,No,Sí,"Albergues privados, Hostales / Hoteles",Este año,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-07-03 06:54:09.000,treinta y ocho,Mujer,España,Sí,Fascitis plantar,Básica (≤ 10 km ocasionalmente),Media,Cultural/turístico,En pareja,Primavera,Sí,Inglés,6,Ferrol,100–200 km,Moderadas,Zapatillas de trail running,Sí,No,No,"Albergues públicos, Albergues privados",Este año,Tal vez,Medias (~20 km con algo de desnivel),7,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-10-01 11:41:47.000,34,Mujer,España,No,,Básica (≤ 10 km ocasionalmente),Baja,"Cultural/turístico, Religioso",En grupo pequeño (3–6 personas),Verano,No,Francés,catorce,Villar De Mazarife,200–400 km,Muy variables,Botas de montaña,Sí,Sí,Sí,Hostales / Hoteles,Este año,Sí,Largas y exigentes (≥ 25 km),8,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-09-28 17:16:18.000,33,Mujer,España,,,Avanzada (rutas largas con mochila/montaña),Media,"Cultural/turístico, Personal/reflexivo, Religioso",En grupo organizado (>6),Invierno,No,del Norte,6,Vilalba,100–200 km,Moderadas,Botas de montaña,Sí,No,No,Albergues privados,Este año,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-03-06 10:51:05.000,treinta y dos,Mujer,Argentina,Sí,Ligamento de rodilla inestable,Moderada (10–20 km regularmente),Alta,Cultural/turístico,Solo/a,Verano,Sí,Portugués,5,Tui,100–200 km,Moderadas,Zapatillas de trail running,Sí,No,Sí,"Albergues públicos, Albergues privados",Más de 2 años,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-03-19 09:43:39.000,32,Mujer,España,No,,Básica (≤ 10 km ocasionalmente),Media,"Deportivo, Personal/reflexivo",En grupo pequeño (3–6 personas),Primavera,Sí,Francés,seis,Sarria,100–200 km,Moderadas,Zapatillas de trail running,Sí,Sí,Sí,Hostales / Hoteles,En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",En bici
2024-10-07 18:13:44.000,33,Hombre,España,,Ligamento de rodilla inestable,Básica (≤ 10 km ocasionalmente),Media,Personal/reflexivo,Solo/a,Primavera,No,Francés,8,Sarria,100–200 km,Suaves,Zapatillas deportivas normales,No,No,Sí,Hostales / Hoteles,Más de 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-01-27 00:26:21.000,cuarenta,Mujer,España,No,,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Deportivo, Religioso",En grupo organizado (>6),Verano,No,Francés,seis,Sarria,100–200 km,Moderadas,Botas de montaña,Sí,No,No,Albergues privados,Este año,Sí,Cortas y fáciles (≤ 15 km),8,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-07-18 12:45:32.000,37,Hombre,España,,,Básica (≤ 10 km ocasionalmente),Media,Religioso,En pareja,Verano,No,Inglés,6,Neda,100–200 km,Moderadas,Playeros ,No,No,Sí,"Albergues públicos, Albergues privados",Este año,Sí,Medias (~20 km con algo de desnivel),8,No,,A pie
2024-05-16 11:13:22.000,treinta,Hombre,España,Sí,Tendinitis rotuliana,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Religioso",Solo/a,Primavera,No,Francés,seis,Sarría,100–200 km,Moderadas,Botas de montaña,Sí,Sí,No,Albergues privados,En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,,A pie
2024-03-07 09:31:22.000,treinta y uno,Mujer,España,,,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Personal/reflexivo, Religioso",En pareja,Verano,No,Portugués,cinco,Pontevedra,Menos de 100 km,Suaves,Zapatillas de trail running,Sí,No,Sí,"Hostales / Hoteles, Airbnb",Este año,Sí,Cortas y fáciles (≤ 15 km),9,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-05-12 21:01:57.000,veintidós,Mujer,Reino Unido,No,,Avanzada (rutas largas con mochila/montaña),Media,"Deportivo, Personal/reflexivo",En grupo pequeño (3–6 personas),Verano,No,Francés,cinco,Sarrià,100–200 km,Moderadas,Zapatillas de trail running,Sí,No,Sí,"Albergues públicos, Albergues privados",Este año,Sí,Medias (~20 km con algo de desnivel),9,No,,A pie
2024-01-25 09:07:46.000,43,Mujer,España,No,,Moderada (10–20 km regularmente),Media,"Deportivo, Personal/reflexivo",En grupo pequeño (3–6 personas),Invierno,No,Portugués,doce,Porto,200–400 km,Moderadas,Zapatillas deportivas normales,Sí,No,Sí,"Albergues privados, Hostales / Hoteles",Más de 2 años,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",En bici
2024-10-08 03:54:17.000,veintinueve,Mujer,Argentina,Sí,Ligamento de rodilla inestable,Ninguna,Baja,"Deportivo, Religioso",Solo/a,Verano,Sí,Portugués,5,Vigo,100–200 km,Moderadas,Zapatillas deportivas normales,Sí,No,Sí,"Hostales / Hoteles, Airbnb",En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-06-14 19:44:58.000,treinta y siete,Mujer,España,No,,Básica (≤ 10 km ocasionalmente),Media,"Personal/reflexivo, Religioso",En grupo pequeño (3–6 personas),Verano,No,Primitivo,trece,Oviedo,200–400 km,Exigentes,Zapatillas de trail running,Sí,No,Sí,"Albergues privados, Hostales / Hoteles",Más de 2 años,Sí,Largas y exigentes (≥ 25 km),8,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Sal temprano por el calor y reserva si vas por el Francés. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-06-11 18:45:20.000,33,Mujer,Colombia,No,,Ninguna,Media,"Personal/reflexivo, Religioso",En pareja,Verano,No,Francés,7,Ó Cebreiro,100–200 km,Moderadas,Zapatillas de trail running,Sí,No,No,Albergues privados,Este año,Sí,Medias (~20 km con algo de desnivel),8,No,,A pie
2024-10-05 21:18:18.000,53,Mujer,España,No,,Moderada (10–20 km regularmente),Media,"Cultural/turístico, Deportivo, Personal/reflexivo",En grupo organizado (>6),Verano,No,Portugués,catorce,Porto,200–400 km,Suaves,Zapatillas deportivas normales,Sí,No,No,Albergues privados,Este año,Tal vez,Cortas y fáciles (≤ 15 km),6,"Sí, importante (me hizo abandonar)","Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-02-19 03:29:13.000,cuarenta y seis,Mujer,España,No,,Moderada (10–20 km regularmente),Alta,Personal/reflexivo,Solo/a,Verano,No,del Norte,22,Santander,200–400 km,Moderadas,Zapatillas deportivas normales,Sí,No,Sí,Hostales / Hoteles,En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-02-20 01:21:19.000,30,Mujer,España,No,,Básica (≤ 10 km ocasionalmente),Baja,Cultural/turístico,En grupo pequeño (3–6 personas),Otoño,No,Inglés,nueve,Ferrol,100–200 km,Suaves,Botas de montaña,Sí,No,No,Albergues públicos,En los últimos 2 años,Sí,Cortas y fáciles (≤ 15 km),10,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-10-19 00:07:07.000,treinta y tres,Mujer,México,,,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Religioso",En pareja,Verano,No,del Norte,veintiocho,Santander,200–400 km,Muy variables,Playeros ,Sí,No,No,Albergues públicos,En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),10,No,,En bici
2024-11-22 11:38:09.000,treinta y tres,Hombre,España,No,,Básica (≤ 10 km ocasionalmente),Media,"Deportivo, Personal/reflexivo, Religioso",En grupo organizado (>6),Verano,No,Francés,seis,Triacastela,100–200 km,Moderadas,Playeros ,Sí,No,Sí,"Hostales / Hoteles, Airbnb",Este año,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-06-26 07:28:50.000,veintitrés,Hombre,España,No,,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Personal/reflexivo",Solo/a,Verano,No,del Norte,seis,Vilalba,100–200 km,Moderadas,Zapatillas deportivas normales,Sí,Sí,No,Albergues públicos,Este año,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-02-23 17:58:13.000,29,Mujer,España,,,Moderada (10–20 km regularmente),Media,"Personal/reflexivo, Religioso",Solo/a,Primavera,No,Francés,seis,Ó Cebreiro,100–200 km,Exigentes,Zapatillas de trail running,Sí,Sí,Sí,Hostales / Hoteles,Este año,Sí,Largas y exigentes (≥ 25 km),8,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-02-08 09:07:11.000,29,Hombre,España,No,,Básica (≤ 10 km ocasionalmente),Media,"Personal/reflexivo, Religioso",Solo/a,Otoño,No,del Norte,24,Santander,200–400 km,Moderadas,Botas de montaña,Sí,No,No,Albergues públicos,En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,,A pie
2025-06-23 21:08:50.000,31,Mujer,España,Sí,Fascitis plantar,Avanzada (rutas largas con mochila/montaña),Baja,"Personal/reflexivo, Religioso",En grupo organizado (>6),Verano,No,del Norte,59,Irún,Más de 800 km,Suaves,Botas de montaña,Sí,Sí,No,"Albergues públicos, Albergues privados",Este año,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-09-14 21:30:26.000,44,Mujer,Italia,Sí,Ligamento de rodilla inestable,Moderada (10–20 km regularmente),Media,"Deportivo, Personal/reflexivo",Solo/a,Verano,No,Portugués,cuatro,Pontevedra,Menos de 100 km,Suaves,Sandalias de trekking,Sí,No,No,Albergues públicos,Este año,Sí,Medias (~20 km con algo de desnivel),10,No,,A pie
2025-07-29 16:12:03.000,veintitrés,Mujer,España,,,Ninguna,Media,"Cultural/turístico, Deportivo, Personal/reflexivo",En pareja,Verano,Sí,Inglés,seis,Betanzos,Menos de 100 km,Suaves,Zapatillas de trail running,Sí,No,No,"Albergues públicos, Albergues privados",En los últimos 2 años,Sí,Cortas y fáciles (≤ 15 km),8,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-05-17 00:00:40.000,treinta y nueve,Mujer,Portugal,No,,Avanzada (rutas largas con mochila/montaña),Baja,"Cultural/turístico, Religioso",En grupo organizado (>6),Verano,No,Primitivo,18,Oviedo,200–400 km,Suaves,Zapatillas deportivas normales,Sí,No,Sí,Hostales / Hoteles,Más de 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,,A pie
2024-07-06 11:16:53.000,22,Hombre,Argentina,No,,Moderada (10–20 km regularmente),Alta,"Deportivo, Personal/reflexivo",En pareja,Primavera,No,del Norte,seis,Vilalba,100–200 km,Moderadas,Playeros ,Sí,No,No,Albergues privados,Más de 2 años,Sí,Cortas y fáciles (≤ 15 km),8,No,"Planifica etapas cortas y constantes, evita alargar por euforia. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-05-13 09:01:22.000,cuarenta y ocho,Mujer,España,No,,Básica (≤ 10 km ocasionalmente),Alta,Personal/reflexivo,En grupo pequeño (3–6 personas),Invierno,No,Francés,ocho,Sarria,100–200 km,Suaves,Zapatillas deportivas normales,Sí,Sí,Sí,"Hostales / Hoteles, Pensiones",Más de 2 años,Sí,Cortas y fáciles (≤ 15 km),10,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-01-11 12:44:24.000,54,Hombre,México,No,,Moderada (10–20 km regularmente),Media,"Cultural/turístico, Deportivo, Religioso",En pareja,Verano,Sí,Francés,cuatro,Sarria,100–200 km,Exigentes,Zapatillas deportivas normales,Sí,Sí,Sí,"Hostales / Hoteles, Airbnb",Este año,Sí,Largas y exigentes (≥ 25 km),8,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",En bici
2024-07-08 21:39:01.000,treinta,Mujer,España,No,,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Deportivo, Personal/reflexivo",En grupo organizado (>6),Verano,Sí,Portugués,4,Pontevedra,Menos de 100 km,Suaves,Zapatillas de trail running,Sí,No,Sí,"Albergues privados, Hostales / Hoteles",Más de 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-05-13 05:14:41.000,18,Mujer,España,Sí,Ligamento de rodilla inestable,Avanzada (rutas largas con mochila/montaña),Alta,"Deportivo, Personal/reflexivo, Religioso",En grupo pequeño (3–6 personas),Otoño,No,Portugués,cinco,O Porriño,100–200 km,Moderadas,Zapatillas de trail running,Sí,No,No,"Albergues públicos, Albergues privados",Este año,Sí,Medias (~20 km con algo de desnivel),9,No,,A pie
2024-03-10 01:20:32.000,28,Hombre,España,No,,Moderada (10–20 km regularmente),Media,"Cultural/turístico, Deportivo",En grupo organizado (>6),Invierno,No,Francés,9,O Cebreiro,100–200 km,Suaves,Botas de montaña,Sí,No,Sí,"Hostales / Hoteles, Airbnb",En los últimos 2 años,Sí,Cortas y fáciles (≤ 15 km),8,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-03-26 19:17:17.000,veintinueve,Mujer,España,,Asma leve,Moderada (10–20 km regularmente),Alta,"Cultural/turístico, Personal/reflexivo",En pareja,Otoño,No,Portugués,tres,Pontevedra,Menos de 100 km,Moderadas,Zapatillas de trail running,Sí,No,Sí,Hostales / Hoteles,Este año,Sí,Largas y exigentes (≥ 25 km),9,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-02-14 16:41:13.000,sesenta y cuatro,Hombre,España,No,,Básica (≤ 10 km ocasionalmente),Alta,Cultural/turístico,En grupo pequeño (3–6 personas),Verano,No,del Norte,9,Ribadeo,100–200 km,Moderadas,Botas de montaña,Sí,No,Sí,"Albergues públicos, Albergues privados",Más de 2 años,Tal vez,Medias (~20 km con algo de desnivel),7,"Sí, moderado","Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-07-11 14:51:21.000,cuarenta y siete,Mujer,España,Sí,Escoliosis,Básica (≤ 10 km ocasionalmente),Media,Deportivo,En grupo pequeño (3–6 personas),Verano,No,Francés,siete,Sarria,100–200 km,Suaves,Zapatillas de trail running,Sí,No,Sí,"Albergues privados, Hostales / Hoteles",En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-02-25 17:32:26.000,treinta y cinco,Mujer,Portugal,No,,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Deportivo",En pareja,Verano,No,Portugués,4,Pontevedra,Menos de 100 km,Suaves,Zapatillas de trail running,Sí,No,No,"Albergues públicos, Albergues privados, Hostales / Hoteles",Este año,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-01-29 08:12:48.000,treinta y cinco,Mujer,España,No,,Avanzada (rutas largas con mochila/montaña),Baja,"Cultural/turístico, Religioso",En grupo pequeño (3–6 personas),Verano,No,Francés,siete,Sarria,100–200 km,Suaves,Zapatillas de trail running,Sí,No,Sí,"Albergues públicos, Albergues privados",En los últimos 2 años,Sí,Cortas y fáciles (≤ 15 km),9,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-09-29 18:59:22.000,cincuenta y dos,Mujer,España,No,,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Personal/reflexivo",En grupo pequeño (3–6 personas),Invierno,Sí,Inglés,cuatro,Betanzos,Menos de 100 km,Moderadas,Botas de montaña,Sí,No,No,"Albergues públicos, Albergues privados, Hostales / Hoteles",Más de 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
